Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13598429,GAMELAND Omnibus (S. W. Tanpepper's GAMELAND Season One Episodes 1-8),Saul Tanpepper,"Tanpepper, Saul",,"=""""","=""""",0,4.23,Brinestone Press,Kindle Edition,746,2012,2012,,2015/04/20,to-read,to-read (#302),to-read,,,,,,,0,,,,,
21939072,77 Days in September (The Kyle Tait Series),Ray Gorham,"Gorham, Ray",,"=""""","=""""",0,3.79,Ray Gorham,Kindle Edition,289,2014,2011,,2015/04/20,to-read,to-read (#301),to-read,,,,,,,0,,,,,
13646765,The Diaries,Chuck Driskell,"Driskell, Chuck",,"=""""","=""""",0,4.08,Autobahn Books,Kindle Edition,350,2013,2012,,2015/04/20,to-read,to-read (#300),to-read,,,,,,,0,,,,,
7856460,A Mountain of Crumbs,Elena Gorokhova,"Gorokhova, Elena",,"=""1439125686""","=""9781439125687""",0,3.71,Simon & Schuster,Paperback,336,2011,2009,,2015/04/20,"to-read, my-books","to-read (#299), my-books (#99)",to-read,,,,,,,0,,,,,
8622246,Superbug: The Fatal Menace of MRSA,Maryn McKenna,"McKenna, Maryn",,"=""1416557288""","=""9781416557289""",0,3.94,Free Press,Paperback,288,2011,2010,,2015/04/20,"to-read, my-books","to-read (#298), my-books (#91)",to-read,,,,,,,0,,,,,
22318398,"Future Crimes: Everything Is Connected, Everyone Is Vulnerable, and What We Can Do About It",Marc Goodman,"Goodman, Marc",,"=""0385539002""","=""9780385539005""",0,4.05,Doubleday,Hardcover,393,2015,2015,,2015/04/20,"to-read, my-books","to-read (#297), my-books (#168)",to-read,,,,,,,0,,,,,
17986396,"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies",Erik Brynjolfsson,"Brynjolfsson, Erik",Andrew McAfee,"=""0393239357""","=""9780393239355""",0,3.91,W. W. Norton & Company,Hardcover,320,2014,2014,,2015/04/20,"to-read, my-books","to-read (#296), my-books (#169)",to-read,,,,,,,0,,,,,
18895165,Peopleware: Productive Projects and Teams (3rd Edition),Tom DeMarco,"DeMarco, Tom",Timothy R. Lister,"=""""","=""""",0,4.17,Addison-Wesley Professional,Kindle Edition,233,2013,1987,,2015/04/20,to-read,to-read (#295),to-read,,,,,,,0,,,,,
8275248,Your Brain at Work,David Rock,"Rock, David",,"=""""","=""""",0,4.08,,Kindle Edition,308,,2009,,2015/04/20,to-read,to-read (#294),to-read,,,,,,,0,,,,,
23218655,The Senior Software Engineer: 11 Practices of an Effective Technical Leader,David Bryant Copeland,"Copeland, David Bryant",,"=""0990702804""","=""9780990702801""",0,4.00,David Bryant Copeland,Paperback,252,2013,2013,,2015/04/20,"to-read, my-books","to-read (#293), my-books (#270)",to-read,,,,,,,0,,,,,
3046001,"By the Sword (Repairman Jack, #12)",F. Paul Wilson,"Wilson, F. Paul",,"=""1934267031""","=""9781934267035""",0,4.11,Gauntlet Press,Hardcover,360,2008,2008,,2015/04/17,to-read,to-read (#289),to-read,,,,,,,0,,,,,
475442,"Bloodline (Repairman Jack, #11)",F. Paul Wilson,"Wilson, F. Paul",,"=""0765317060""","=""9780765317063""",0,4.09,Forge Books,Hardcover,384,2007,2007,,2015/04/17,to-read,to-read (#288),to-read,,,,,,,0,,,,,
62549,"Harbingers (Repairman Jack, #10)",F. Paul Wilson,"Wilson, F. Paul",,"=""076531276X""","=""9780765312761""",0,4.18,Forge Books,Hardcover,336,2006,2006,,2015/04/17,to-read,to-read (#287),to-read,,,,,,,0,,,,,
62547,"Crisscross (Repairman Jack, #8)",F. Paul Wilson,"Wilson, F. Paul",,"=""0765346060""","=""9780765346063""",0,4.20,Tor Books,Mass Market Paperback,500,2006,2004,,2015/04/17,to-read,to-read (#286),to-read,,,,,,,0,,,,,
62556,"Gateways (Repairman Jack, #7)",F. Paul Wilson,"Wilson, F. Paul",,"=""0765346052""","=""9780765346056""",0,4.19,TOR Books,Mass Market Paperback,435,2006,2003,,2015/04/17,to-read,to-read (#285),to-read,,,,,,,0,,,,,
219402,"Hosts (Repairman Jack, #5)",F. Paul Wilson,"Wilson, F. Paul",,"=""081256166X""","=""9780812561661""",0,4.11,TOR Books,Mass Market Paperback,503,2003,2001,,2015/04/17,to-read,to-read (#284),to-read,,,,,,,0,,,,,
62552,"Conspiracies (Repairman Jack, #3)",F. Paul Wilson,"Wilson, F. Paul",,"=""0812566998""","=""9780812566994""",0,4.09,Tor Books,Paperback,416,2000,1998,,2015/04/17,to-read,to-read (#283),to-read,,,,,,,0,,,,,
10779721,"Dead of Night (Dead of Night, #1)",Jonathan Maberry,"Maberry, Jonathan",,"=""031255219X""","=""9780312552190""",0,3.96,St. Martin's Griffin,Paperback,358,2011,2011,,2015/03/29,to-read,to-read (#282),to-read,,,,,,,0,,,,,
150016,"China Trade (Lydia Chin & Bill Smith, #1)",S.J. Rozan,"Rozan, S.J.",,"=""0312955901""","=""9780312955908""",0,3.75,St. Martin's Paperbacks,Paperback,275,1995,1994,,2015/03/29,to-read,to-read (#281),to-read,,,,,,,0,,,,,
643988,"Indemnity Only (V.I. Warshawski, #1)",Sara Paretsky,"Paretsky, Sara",,"=""0440210690""","=""9780440210696""",0,3.87,Dell,Paperback,336,1991,1982,,2015/03/29,to-read,to-read (#280),to-read,,,,,,,0,,,,,
9065272,"Aftertime (Aftertime, #1)",Sophie Littlefield,"Littlefield, Sophie",,"=""0373803362""","=""9780373803361""",0,3.56,Luna,Paperback,384,2011,2011,,2015/03/29,to-read,to-read (#279),to-read,,,,,,,0,,,,,
23307166,"Chimera (Parasitology, #3)",Mira Grant,"Grant, Mira",,"=""0316381039""","=""9780316381031""",0,3.82,Orbit,Hardcover,512,2015,2015,,2015/03/23,to-read,to-read (#278),to-read,,,,,,,0,,,,,
13641108,"Symbiont (Parasitology, #2)",Mira Grant,"Grant, Mira",,"=""0316219002""","=""9780316219006""",0,3.64,Orbit,ebook,608,2014,2014,,2015/03/23,to-read,to-read (#277),to-read,,,,,,,0,,,,,
13641105,"Parasite (Parasitology, #1)",Mira Grant,"Grant, Mira",,"=""0316218952""","=""9780316218955""",0,3.65,Orbit,Hardcover,512,2013,2013,,2015/03/23,to-read,to-read (#276),to-read,,,,,,,0,,,,,
22359662,"Rewind (Newsflesh, #4)",Mira Grant,"Grant, Mira",,"=""""","=""""",0,4.14,Orbit Books,,,2016,2016,,2015/03/23,to-read,to-read (#275),to-read,,,,,,,0,,,,,
22473578,"The Day the Dead Came to Show and Tell (Newsflesh Trilogy, #3.3)",Mira Grant,"Grant, Mira",,"=""0316380989""","=""9780316380980""",0,4.33,Orbit Books,ebook,84,2014,2014,,2015/03/23,to-read,to-read (#274),to-read,,,,,,,0,,,,,
13641101,"How Green This Land, How Blue This Sea",Mira Grant,"Grant, Mira",,"=""""","=""""",0,3.92,Orbit,Kindle Edition,132,2013,2013,,2015/03/23,to-read,to-read (#273),to-read,,,,,,,0,,,,,
13641099,"San Diego 2014: The Last Stand of the California Browncoats (Newsflesh Trilogy, #3.1)",Mira Grant,"Grant, Mira",,"=""""","=""""",0,4.12,Orbit,Kindle Edition,120,2012,2012,,2015/03/23,to-read,to-read (#272),to-read,,,,,,,0,,,,,
11806716,"Blackout (Newsflesh Trilogy, #3)",Mira Grant,"Grant, Mira",,"=""1841499005""","=""9781841499000""",0,4.13,Orbit ,Paperback,512,2012,2012,,2015/03/23,to-read,to-read (#271),to-read,,,,,,,0,,,,,
8429687,"Deadline (Newsflesh Trilogy, #2)",Mira Grant,"Grant, Mira",,"=""031608106X""","=""9780316081061""",0,4.11,Orbit,Paperback,584,2011,2011,,2015/03/23,to-read,to-read (#270),to-read,,,,,,,0,,,,,
13793128,"Fed (Newsflesh Trilogy, #1.5)",Mira Grant,"Grant, Mira",,"=""""","=""""",0,3.55,Orbit,ebook,53,2012,2012,,2015/03/23,to-read,to-read (#269),to-read,,,,,,,0,,,,,
11509894,"Countdown (Newsflesh Trilogy, #0.5)",Mira Grant,"Grant, Mira",,"=""031620448X""","=""9780316204484""",0,4.07,Orbit,ebook,105,2011,2011,,2015/03/23,to-read,to-read (#268),to-read,,,,,,,0,,,,,
4845,Code Complete,Steve McConnell,"McConnell, Steve",,"=""0735619670""","=""9780735619678""",0,4.25,Microsoft Press,Paperback,914,2004,1993,,2015/03/18,to-read,to-read (#267),to-read,,,,,,,0,,,,,
9578677,"The Silent Girl (Rizzoli & Isles, #9)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345515501""","=""9780345515506""",0,4.11,Random House Publishing Group,Hardcover,315,2011,2011,,2015/03/15,to-read,to-read (#266),to-read,,,,,,,0,,,,,
7202831,"Ice Cold (Rizzoli & Isles, #8)",Tess Gerritsen,"Gerritsen, Tess",,"=""034551548X""","=""9780345515483""",0,4.13,Ballantine Books,Hardcover,322,2010,2010,,2015/03/15,to-read,to-read (#265),to-read,,,,,,,0,,,,,
2653622,"The Keepsake (Rizzoli & Isles, #7)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345497627""","=""9780345497628""",0,4.07,Ballantine Books,Hardcover,349,2008,2008,,2015/03/15,to-read,to-read (#264),to-read,,,,,,,0,,,,,
32254,"The Mephisto Club (Rizzoli & Isles, #6)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345476999""","=""9780345476999""",0,3.99,Ballantine Books,Hardcover,368,2006,2006,,2015/03/15,to-read,to-read (#263),to-read,,,,,,,0,,,,,
32255,"Vanish (Rizzoli & Isles, #5)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345476980""","=""9780345476982""",0,4.14,Ballantine Books,Paperback,401,2006,,,2015/03/15,to-read,to-read (#262),to-read,,,,,,,0,,,,,
32258,"Body Double (Rizzoli & Isles, #4)",Tess Gerritsen,"Gerritsen, Tess",,"=""034545894X""","=""9780345458940""",0,4.14,Ballantine Books,Paperback,432,2005,2004,,2015/03/15,to-read,to-read (#261),to-read,,,,,,,0,,,,,
32257,"The Sinner (Rizzoli & Isles, #3)",Tess Gerritsen,"Gerritsen, Tess",,"=""0553815024""","=""9780553815023""",0,4.11,Bantem Press,Paperback,419,2005,2003,,2015/03/15,to-read,to-read (#260),to-read,,,,,,,0,,,,,
17693780,The Concrete Blonde,Michael Connelly,"Connelly, Michael",,"=""1455550639""","=""9781455550630""",0,4.07,Grand Central Publishing,Paperback,505,2013,1994,,2015/02/01,to-read,to-read (#259),to-read,,,,,,,0,,,,,
22249664,"The Opposite of Spoiled: Raising Kids Who Are Grounded, Generous, and Smart About Money",Ron Lieber,"Lieber, Ron",,"=""0062247018""","=""9780062247018""",0,3.86,Harper,Hardcover,256,2015,2015,,2015/01/30,"to-read, my-books","to-read (#258), my-books (#195)",to-read,,,,,,,0,,,,,
22609522,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",Bill Browder,"Browder, Bill",,"=""147675571X""","=""9781476755717""",0,4.36,Simon & Schuster,Hardcover,380,2015,2015,,2015/01/30,"to-read, my-books","to-read (#257), my-books (#203)",to-read,,,,,,,0,,,,,
22545441,The Life I Left Behind,Colette McBeth,"McBeth, Colette",,"=""125004121X""","=""9781250041210""",0,3.80,Minotaur Books,Hardcover,352,2015,2015,,2015/01/30,to-read,to-read (#256),to-read,,,,,,,0,,,,,
22314178,Touch,Claire North,"North, Claire",,"=""0316335924""","=""9780316335928""",0,3.78,Orbit Books,Hardcover,432,2015,2015,,2015/01/30,to-read,to-read (#256),to-read,,,,,,,0,,,,,
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.53,St. Martin's Press,Hardcover,438,2015,2015,,2015/01/17,to-read,to-read (#254),to-read,,,,,,,0,,,,,
22173463,"A Fifty-Year Silence: Love, War, and a Ruined House in France",Miranda Richmond Mouillot,"Mouillot, Miranda Richmond",,"=""0804140642""","=""9780804140645""",0,3.62,Crown,Hardcover,288,2015,2015,,2015/01/07,to-read,to-read (#253),to-read,,,,,,,0,,,,,
13153693,Ghettoside: A True Story of Murder in America,Jill Leovy,"Leovy, Jill",,"=""0385529988""","=""9780385529983""",0,4.10,Spiegel & Grau,Hardcover,326,2015,2014,,2015/01/07,to-read,to-read (#252),to-read,,,,,,,0,,,,,
867781,"Rosa (Berlin Trilogy, #1)",Jonathan Rabb,"Rabb, Jonathan",,"=""0307336190""","=""9780307336194""",0,3.74,Three Rivers Press,Paperback,416,2006,2005,,2014/12/02,to-read,to-read (#251),to-read,,,,,,,0,,,,,
19404862,Hooked: How to Build Habit-Forming Products,Nir Eyal,"Eyal, Nir",,"=""""","=""""",0,4.02,Createspace,Kindle Edition,193,2013,2013,,2014/11/01,to-read,to-read (#250),to-read,,,,,,,0,,,,,
20881071,"The Burning Room (Harry Bosch, #19)",Michael Connelly,"Connelly, Michael",,"=""0316225932""","=""9780316225939""",0,4.00,"Little, Brown and Company",Hardcover,388,2014,2014,,2014/08/24,to-read,to-read (#249),to-read,,,,,,,0,,,,,
13495034,"The Black Box (Harry Bosch, #18)",Michael Connelly,"Connelly, Michael",,"=""0316069434""","=""9780316069434""",0,4.05,Little Brown,Hardcover,403,2012,2012,,2014/08/24,to-read,to-read (#248),to-read,,,,,,,0,,,,,
11082037,"The Drop (Harry Bosch, #17)",Michael Connelly,"Connelly, Michael",,"=""0316069418""","=""9780316069410""",0,4.12,"Little, Brown and Company",Hardcover,388,2011,2011,,2014/08/24,to-read,to-read (#247),to-read,,,,,,,0,,,,,
6413193,"Nine Dragons (Harry Bosch, #15)",Michael Connelly,"Connelly, Michael",,"=""0316166316""","=""9780316166317""",0,3.93,"Little, Brown and Company",Hardcover,374,2009,2009,,2014/08/24,to-read,to-read (#246),to-read,,,,,,,0,,,,,
32501,"Echo Park (Harry Bosch, #12)",Michael Connelly,"Connelly, Michael",,"=""0316734950""","=""9780316734950""",0,4.02,"Little, Brown & Company",Hardcover,405,2006,2006,,2014/08/24,"to-read, my-books","to-read (#245), my-books (#297)",to-read,,,,,,,0,,,,,
409918,"The Narrows (Harry Bosch, #10)",Michael Connelly,"Connelly, Michael",,"=""0446699543""","=""9780446699549""",0,4.05,Grand Central Publishing,Paperback,436,2006,2004,,2014/08/24,to-read,to-read (#243),to-read,,,,,,,0,,,,,
32505,"The Closers (Harry Bosch, #11)",Michael Connelly,"Connelly, Michael",,"=""0446699551""","=""9780446699556""",0,4.02,Grand Central Publishing,Paperback,432,2006,2005,,2014/08/24,to-read,to-read (#244),to-read,,,,,,,0,,,,,
126507,"Lost Light (Harry Bosch, #9)",Michael Connelly,"Connelly, Michael",,"=""0446611638""","=""9780446611633""",0,4.13,Vision,Paperback,416,2004,2003,,2014/08/24,to-read,to-read (#242),to-read,,,,,,,0,,,,,
76867,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2)",Michael Connelly,"Connelly, Michael",,"=""0446667900""","=""9780446667906""",0,4.09,Vision,Paperback,470,2002,2000,,2014/08/24,to-read,to-read (#241),to-read,,,,,,,0,,,,,
32502,"Angels Flight (Harry Bosch, #6)",Michael Connelly,"Connelly, Michael",,"=""0446607274""","=""9780446607278""",0,4.08,Hachette Book Group USA,Paperback,453,2000,1999,,2014/08/24,to-read,to-read (#240),to-read,,,,,,,0,,,,,
58962,"Trunk Music (Harry Bosch, #5)",Michael Connelly,"Connelly, Michael",,"=""0312941919""","=""9780312941918""",0,4.12,St. Martin's Paperbacks,Paperback,448,2006,1997,,2014/08/24,to-read,to-read (#239),to-read,,,,,,,0,,,,,
49353,"The Last Coyote (Harry Bosch, #4)",Michael Connelly,"Connelly, Michael",,"=""075280944X""","=""9780752809441""",0,4.18,Orion,Paperback,400,1997,1995,,2014/08/24,to-read,to-read (#238),to-read,,,,,,,0,,,,,
17333227,"The Gods of Guilt (Mickey Haller, #5)",Michael Connelly,"Connelly, Michael",,"=""0316069515""","=""9780316069519""",0,4.05,"Little, Brown and Company",Hardcover,389,2013,2013,,2014/08/24,to-read,to-read (#237),to-read,,,,,,,0,,,,,
9681098,"The Fifth Witness (Mickey Haller, #4)",Michael Connelly,"Connelly, Michael",,"=""0316069353""","=""9780316069359""",0,4.15,"Little, Brown and Company",Hardcover,421,2011,2011,,2014/08/24,to-read,to-read (#236),to-read,,,,,,,0,,,,,
7936809,"The Reversal (Harry Bosch, #16; Mickey Haller, #3)",Michael Connelly,"Connelly, Michael",,"=""0316069485""","=""9780316069489""",0,4.10,"Little, Brown and Company",Hardcover,393,2010,2010,,2014/08/24,to-read,to-read (#235),to-read,,,,,,,0,,,,,
2761626,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2)",Michael Connelly,"Connelly, Michael",,"=""0316166294""","=""9780316166294""",0,4.05,"Little, Brown & Company",Hardcover,422,2008,2008,,2014/08/24,to-read,to-read (#234),to-read,,,,,,,0,,,,,
18079776,The Invention of Wings,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0670024783""","=""9780670024780""",0,4.22,Viking,Hardcover,384,2014,2014,,2014/08/06,to-read,to-read (#233),to-read,,,,,,,0,,,,,
13214,I Know Why the Caged Bird Sings,Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",0,4.14,Bantam Books,Paperback,304,1993,1969,,2014/07/29,to-read,to-read (#232),to-read,,,,,,,0,,,,,
17859574,How to Fail at Almost Everything and Still Win Big : Kind of the Story of My Life,Scott Adams,"Adams, Scott",,"=""1591846919""","=""9781591846918""",0,3.97,Portfolio,Hardcover,248,2013,2013,,2014/07/26,to-read,to-read (#231),to-read,,,,,,,0,,,,,
1044831,Are Your Lights On?: How to Figure Out What the Problem Really is,Donald C. Gause,"Gause, Donald C.",Gerald M. Weinberg,"=""0932633161""","=""9780932633163""",0,4.09,"Dorset House Publishing Company, Incorporated",Paperback,156,1990,1982,,2014/07/11,to-read,to-read (#230),to-read,,,,,,,0,,,,,
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",0,4.10,Houghton Mifflin Harcourt,Paperback,198,2000,1999,,2014/06/29,to-read,to-read (#229),to-read,,,,,,,0,,,,,
85301,Unaccustomed Earth,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0676979343""","=""9780676979343""",0,4.10,Knopf Canada,Hardcover,352,2008,2008,,2014/06/29,to-read,to-read (#228),to-read,,,,,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""0525478817""","=""9780525478812""",0,4.35,Dutton Books,Hardcover,313,2012,2012,,2014/06/22,to-read,to-read (#227),to-read,,,,,,,0,,,,,
10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,"Kaling, Mindy",,"=""0307886263""","=""9780307886262""",0,3.83,Crown Archetype,Hardcover,222,2011,2011,,2014/06/22,to-read,to-read (#226),to-read,,,,,,,0,,,,,
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"Brown, Daniel James",,"=""067002581X""","=""9780670025817""",0,4.28,Viking,Hardcover,416,2013,2013,,2014/06/22,to-read,to-read (#225),to-read,,,,,,,0,,,,,
13158800,The Light Between Oceans,M.L. Stedman,"Stedman, M.L.",,"=""1451681739""","=""9781451681734""",0,3.96,Scribner,Hardcover,343,2012,2012,,2014/06/22,to-read,to-read (#224),to-read,,,,,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.29,Scribner,Hardcover,530,2014,2014,,2014/06/22,to-read,to-read (#223),to-read,,,,,,,0,,,,,
76507,The Emigrants,W.G. Sebald,"Sebald, W.G.",Michael Hulse,"=""0099448882""","=""9780099448884""",0,4.19,Vintage,Paperback,237,2002,1992,,2014/06/22,to-read,to-read (#222),to-read,,,,,,,0,,,,,
947061,Mapping the Mind,Rita Carter,"Carter, Rita",,"=""0520224612""","=""9780520224612""",0,4.07,University of California Press,Paperback,224,2000,1998,,2014/06/22,"to-read, my-books","to-read (#221), my-books (#295)",to-read,,,,,,,0,,,,,
428157,The Mind of a Mnemonist: A Little Book about a Vast Memory,Alexander R. Luria,"Luria, Alexander R.",Jerome S. Bruner,"=""0674576225""","=""9780674576223""",0,4.01,Harvard University Press,Paperback,160,1987,1968,,2014/06/22,to-read,to-read (#220),to-read,,,,,,,0,,,,,
545874,"Fatal Burn (Northwest, #2)",Lisa Jackson,"Jackson, Lisa",,"=""0821775774""","=""9780821775776""",0,4.04,Zebra,Paperback,512,2006,2006,,2014/06/22,"to-read, my-books","to-read (#219), my-books (#33)",to-read,,,,,,,0,,,,,
500967,"Deep Freeze (Northwest, #1)",Lisa Jackson,"Jackson, Lisa",,"=""0821772961""","=""9780821772966""",0,4.02,Zebra,Paperback,512,2005,2005,,2014/06/22,"to-read, my-books","to-read (#218), my-books (#54)",to-read,,,,,,,0,,,,,
18723591,"Deserves To Die (To Die, #6)",Lisa Jackson,"Jackson, Lisa",,"=""1420118528""","=""9781420118520""",0,3.87,Zebra,Paperback,432,2014,2014,,2014/06/22,to-read,to-read (#217),to-read,,,,,,,0,,,,,
17214405,"Ready to Die (To Die, #5)",Lisa Jackson,"Jackson, Lisa",,"=""142011851X""","=""9781420118513""",0,4.02,Zebra,Paperback,432,2013,2013,,2014/06/22,to-read,to-read (#216),to-read,,,,,,,0,,,,,
7100119,"Born To Die (To Die, #3)",Lisa Jackson,"Jackson, Lisa",,"=""1420102788""","=""9781420102789""",0,4.08,Zebra,Mass Market Paperback,473,2011,2011,,2014/06/22,"to-read, my-books","to-read (#214), my-books (#35)",to-read,,,,,,,0,,,,,
13009673,Afraid To Die (To Die #4),Lisa Jackson,"Jackson, Lisa",,"=""1420118501""","=""9781420118506""",0,3.97,Zebra,Paperback,416,2012,2012,,2014/06/22,to-read,to-read (#215),to-read,,,,,,,0,,,,,
19186417,"Personal (Jack Reacher, #19)",Lee Child,"Child, Lee",,"=""0593073827""","=""9780593073827""",0,3.83,Bantam Press,Hardcover,392,2014,2014,,2014/06/22,to-read,to-read (#213),to-read,,,,,,,0,,,,,
15738951,"Deep Down (Jack Reacher, #16.5)",Lee Child,"Child, Lee",,"=""""","=""""",0,3.81,Delacorte Press,Kindle Edition,44,2012,2012,,2014/06/22,to-read,to-read (#212),to-read,,,,,,,0,,,,,
12191246,"Second Son (Jack Reacher, #15.5)",Lee Child,"Child, Lee",,"=""""","=""""",0,3.93,Transworld Digital ,Kindle Edition,32,2011,2011,,2014/06/22,to-read,to-read (#211),to-read,,,,,,,0,,,,,
10428708,"The Affair (Jack Reacher, #16)",Lee Child,"Child, Lee",,"=""0593065700""","=""9780593065709""",0,4.09,Bantam Press,Hardcover,427,2011,2011,,2014/06/22,to-read,to-read (#210),to-read,,,,,,,0,,,,,
8357992,"Worth Dying For (Jack Reacher, #15)",Lee Child,"Child, Lee",,"=""0440339340""","=""9780440339342""",0,4.19,Delacorte Press,ebook,304,2010,2010,,2014/06/22,to-read,to-read (#209),to-read,,,,,,,0,,,,,
4494917,"Gone Tomorrow (Jack Reacher, #13)",Lee Child,"Child, Lee",,"=""0593057058""","=""9780593057056""",0,4.15,Transworld Publishers,Hardcover,441,2009,2009,,2014/06/22,to-read,to-read (#208),to-read,,,,,,,0,,,,,
2211221,"Nothing to Lose (Jack Reacher, #12)",Lee Child,"Child, Lee",,"=""0385340567""","=""9780385340564""",0,3.88,Delacorte Press,Hardcover,416,2008,2008,,2014/06/22,to-read,to-read (#207),to-read,,,,,,,0,,,,,
108942,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,"Child, Lee",,"=""0385340559""","=""9780385340557""",0,4.15,Bantam Dell Random House,Hardcover,378,2007,2007,,2014/06/22,to-read,to-read (#206),to-read,,,,,,,0,,,,,
220968,"One Shot (Jack Reacher, #9)",Lee Child,"Child, Lee",,"=""0440241022""","=""9780440241027""",0,4.18,Dell Publishing Company,Paperback,466,2006,2005,,2014/06/22,to-read,to-read (#205),to-read,,,,,,,0,,,,,
231562,"The Enemy (Jack Reacher, #8)",Lee Child,"Child, Lee",,"=""0440241014""","=""9780440241010""",0,4.14,Dell Publishing Company,Paperback,464,2005,2004,,2014/06/22,to-read,to-read (#204),to-read,,,,,,,0,,,,,
455930,"Echo Burning (Jack Reacher, #5)",Lee Child,"Child, Lee",,"=""0515133310""","=""9780515133318""",0,3.95,Jove,Paperback,432,2002,2001,,2014/06/22,"to-read, my-books","to-read (#203), my-books (#55)",to-read,,,,,,,0,,,,,
220970,"Tripwire  (Jack Reacher, #3)",Lee Child,"Child, Lee",,"=""0515128635""","=""9780515128635""",0,4.05,Jove,Paperback,432,2000,1999,,2014/06/22,to-read,to-read (#202),to-read,,,,,,,0,,,,,
220969,"Die Trying (Jack Reacher, #2)",Lee Child,"Child, Lee",,"=""0515142247""","=""9780515142242""",0,3.99,Jove,Paperback,552,2008,1998,,2014/06/22,to-read,to-read (#201),to-read,,,,,,,0,,,,,
17724749,"Private L.A. (Private, #7)",James Patterson,"Patterson, James",Mark T. Sullivan,"=""0316211095""","=""9780316211093""",0,3.81,"Little, Brown and Company",Hardcover,425,2014,2014,,2014/06/22,to-read,to-read (#200),to-read,,,,,,,0,,,,,
21423303,"Private Vegas (Private, #9)",James Patterson,"Patterson, James",Maxine Paetro,"=""031621115X""","=""9780316211154""",0,3.65,"Little, Brown and Company",Hardcover,416,2015,2015,,2014/06/22,to-read,to-read (#199),to-read,,,,,,,0,,,,,
18453095,"Unlucky 13 (Women’s Murder Club, #13)",James Patterson,"Patterson, James",Maxine Paetro,"=""031621129X""","=""9780316211291""",0,3.86,"Little, Brown and Company",Hardcover,384,2014,2014,,2014/06/22,to-read,to-read (#198),to-read,,,,,,,0,,,,,
7156505,"The 9th Judgment  (Women's Murder Club, #9)",James Patterson,"Patterson, James",Maxine Paetro,"=""0316036277""","=""9780316036276""",0,4.05,"Little, Brown and Company",Hardcover,355,2010,2009,,2014/06/22,to-read,to-read (#197),to-read,,,,,,,0,,,,,
4110198,"The 8th Confession (Women's Murder Club, #8)",James Patterson,"Patterson, James",Maxine Paetro,"=""1846052580""","=""9781846052583""",0,4.00,,Hardcover,368,2009,2009,,2014/06/22,to-read,to-read (#196),to-read,,,,,,,0,,,,,
15734464,"12th of Never (Women's Murder Club, #12)",James Patterson,"Patterson, James",Maxine Paetro,"=""""","=""""",0,3.93,Cornerstone Digital,Kindle Edition,368,2013,2013,,2014/06/22,to-read,to-read (#195),to-read,,,,,,,0,,,,,
8164565,"Dean Koontz's Frankenstein: The First 3 Novels (Dean Koontz's Frankenstein, #1-3 omnibus)",Dean Koontz,"Koontz, Dean",,"=""""","=""9781616644826""",0,4.25,Bantam Doubleday Dell Bks/Div Random,Hardcover,784,2010,2010,,2014/06/22,to-read,to-read (#194),to-read,,,,,,,0,,,,,
9670341,"The Dead Town (Dean Koontz's Frankenstein, #5)",Dean Koontz,"Koontz, Dean",,"=""0553593684""","=""9780553593686""",0,3.88,Bantam,Mass Market Paperback,402,2011,2011,,2014/06/22,to-read,to-read (#193),to-read,,,,,,,0,,,,,
6914139,"Lost Souls (Dean Koontz's Frankenstein, #4)",Dean Koontz,"Koontz, Dean",,"=""055380801X""","=""9780553808018""",0,3.85,Bantam,Hardcover,350,2010,2009,,2014/06/22,to-read,to-read (#192),to-read,,,,,,,0,,,,,
693172,Twilight Eyes,Dean Koontz,"Koontz, Dean",,"=""0425100650""","=""9780425100653""",0,3.84,Berkley,Paperback,464,1987,1984,,2014/06/22,to-read,to-read (#191),to-read,,,,,,,0,,,,,
